"Name","Status","Description","References","Phase","Votes","Comments"
CVE-1999-0511,Candidate,"IP forwarding is enabled on a machine which is not a router or firewall.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0511",Proposed (19990726),"   ACCEPT(2) Baker, Northcutt  |     MODIFY(1) Frech","Frech> XF:ip-forwarding"
CVE-1999-0512,Candidate,"A mail server is explicitly configured to allow SMTP mail relay, which allows abuse by spammers.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0512",Modified (20020427),"   ACCEPT(3) Baker, Northcutt, Shostack  |     MODIFY(1) Frech  |     NOOP(1) Christey","Frech> XF:smtp-sendmail-relay(210)  |    XF:ntmail-relay(2257)  |    XF:exchange-relay(3107) (also assigned to CVE-1999-0682)  |    XF:smtp-relay-uucp(3470)  |    XF:sco-sendmail-spam(4342)  |    XF:sco-openserver-mmdf-spam(4343)  |    XF:lotus-domino-smtp-mail-relay(6591)  |    XF:win2k-smtp-mail-relay(6803)  |    XF:cobalt-poprelayd-mail-relay(6806)  |      |    Candidate implicitly may refer to relaying settings enabled by default, or  |    the bypass/circumvention of relaying. Both interpretations were used in  |    assigning this candidate.  |    Christey> The intention of this candidate is to cover configurations in  |    which the admin has explicitly enabled relaying.  Other cases  |    in which the application *intends* to prvent relaying, but  |    there is some specific input that bypasses/tricks it, count  |    as vulnerabilities (or exposures?) and as such would be  |    assigned different numbers.  |      |    http://www.sendmail.org/~ca/email/spam.html seems like a good  |    general resource, as does ftp://ftp.isi.edu/in-notes/rfc2505.txt  |    Christey> I changed the description to make it more clear that the issue  |    is that of explicit configuration, as opposed to being the  |    result of a vulnerability."
CVE-1999-0513,Entry,"ICMP messages to broadcast addresses are allowed, allowing for a Smurf attack that can cause a denial of service.","CERT:CA-98.01.smurf   |   FREEBSD:FreeBSD-SA-98:06   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0513   |   XF:smurf",,"",""
CVE-1999-0514,Entry,"UDP messages to broadcast addresses are allowed, allowing for a Fraggle attack that can cause a denial of service by flooding the target.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0514   |   XF:fraggle",,"",""
CVE-1999-0515,Candidate,"An unrestricted remote trust relationship for Unix systems has been set up, e.g. by using a + sign in /etc/hosts.equiv.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0515",Proposed (19990728),"   ACCEPT(2) Baker, Northcutt  |     MODIFY(1) Frech  |     REJECT(1) Shostack","Shostack> Overly broad  |    Frech> XF:rsh-equiv(111)  |    Baker> Since this is unrestricted trust, I agree this is a problem"
CVE-1999-0516,Candidate,"An SNMP community name is guessable.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0516",Proposed (19990714),"   ACCEPT(4) Baker, Meunier, Northcutt, Shostack  |     MODIFY(1) Frech  |     REVIEWING(1) Christey","Frech> XF:snmp-get-guess  |    XF:snmp-set-guess  |    XF:sol-hidden-commstr  |    XF:hpov-hidden-snmp-comm  |    Christey> This candidate is affected by the CD:CF-PASS content decision,  |    which determines the appropriate level of abstraction to  |    use for password problems.  CD:CF-PASS needs to be accepted  |    by the Editorial Board before this candidate can be  |    converted into a CVE entry; the final version of CD:CF-PASS  |    may require using a different LOA than this candidate is  |    currently using."
CVE-1999-0517,Candidate,"An SNMP community name is the default (e.g. public), null, or missing.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0517",Proposed (19990714),"   ACCEPT(4) Baker, Meunier, Northcutt, Shostack  |     MODIFY(1) Frech  |     REVIEWING(1) Christey","Frech> XF:nt-snmp  |    XF:snmp-comm  |    XF:snmp-set-any  |    XF:snmp-get-public  |    XF:snmp-set-public  |    XF:snmp-get-any  |    Christey> This candidate is affected by the CD:CF-PASS content decision,  |    which determines the appropriate level of abstraction to  |    use for password problems.  CD:CF-PASS needs to be accepted  |    by the Editorial Board before this candidate can be  |    converted into a CVE entry; the final version of CD:CF-PASS  |    may require using a different LOA than this candidate is  |    currently using.  |    Christey> Consider adding BID:2112"
CVE-1999-0518,Candidate,"A NETBIOS/SMB share password is guessable.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0518",Proposed (19990714),"   ACCEPT(5) Baker, LeBlanc, Meunier, Northcutt, Shostack  |     MODIFY(1) Frech","Frech> Change description term to NetBIOS.  |    XF:nt-netbios-perm  |    XF:sharepass  |    XF:win95-smb-password  |    XF:nt-netbios-dict"
CVE-1999-0519,Candidate,"A NETBIOS/SMB share password is the default, null, or missing.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0519",Proposed (19990714),"   ACCEPT(5) Baker, LeBlanc, Meunier, Northcutt, Shostack  |     MODIFY(1) Frech","Frech> Change description term to NetBIOS.  |    XF:decod-smb-password-empty  |    XF:nt-netbios-everyoneaccess  |    XF:nt-netbios-guestaccess  |    XF:nt-netbios-allaccess  |    XF:nt-netbios-open  |    XF:nt-netbios-write  |    XF:nt-netbios-shareguest  |    XF:nt-writable-netbios  |    XF:nt-netbios-everyoneaccess-printer  |    XF:nt-netbios-share-print-guest"
CVE-1999-0520,Candidate,"A system-critical NETBIOS/SMB share has inappropriate access control.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/3",Proposed (19990803),"   ACCEPT(1) Wall  |     MODIFY(1) Frech  |     NOOP(1) Baker  |     RECAST(1) Northcutt  |     REJECT(1) LeBlanc  |     REVIEWING(1) Christey","Northcutt> I think we need to enumerate the shares and or the access control  |    Christey> One question is, what is ""inappropriate""?  It's probably  |    very dependent on the policy of the enterprise on which  |    this is found.  And should writable shares be different  |    from readable shares?  (Or file systems, mail spools, etc.)  |    Yes, the impact may be different, but we could have a  |    large number of entries for each possible type of access.  |    A content decision (CD:CF-DATA) needs to be reviewed  |    and accepted by the Editorial Board in order to resolve  |    this question.  |    LeBlanc> Unacceptably vague - agree with Christey's comments.  |    Frech> associated to:  |    XF:nt-netbios-everyoneaccess(1)  |    XF:nt-netbios-guestaccess(2)  |    XF:nt-netbios-allaccess(3)  |    XF:nt-netbios-open(15)  |    XF:nt-netbios-write(19)  |    XF:nt-netbios-shareguest(20)  |    XF:nt-writable-netbios(26)  |    XF:nb-rootshare(393)  |    XF:decod-smb-password-empty(2358)"
CVE-1999-0521,Candidate,"An NIS domain name is easily guessable.","MISC:http://www.cert.org/advisories/CA-1992-13.html",Proposed (19990714),"   ACCEPT(4) Baker, Meunier, Northcutt, Shostack  |     MODIFY(1) Frech  |     NOOP(1) Christey","Frech> XF:nis-dom  |    Christey> Consider http://www.cert.org/advisories/CA-1992-13.html  |    as well as ftp://ciac.llnl.gov/pub/ciac/bulletin/c-fy92/c-25.ciac-sunos-nis-patch"
CVE-1999-0522,Candidate,"The permissions for a system-critical NIS+ table (e.g. passwd) are inappropriate.","CERT:CA-96.10   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0522",Proposed (19990803),"   ACCEPT(2) Baker, Wall  |     NOOP(1) Christey  |     RECAST(1) Northcutt","Northcutt> Why not say world readable, this is what you do further down in the  |    file (world exportable in CVE-1999-0554)  |    Christey> ADDREF AUSCERT:AA-96.02"
CVE-1999-0523,Candidate,"ICMP echo (ping) is allowed from arbitrary hosts.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0523",Proposed (19990726),"   MODIFY(1) Meunier  |     NOOP(1) Baker  |     REJECT(2) Frech, Northcutt","Northcutt> (Though I sympathize with this one :)  |    CHANGE> [Frech changed vote from REVIEWING to REJECT]  |    Frech> Ping is a utility that can be run on demand; ICMP echo is a  |    message   |    type. As currently worded, this candidate seems as if an arbitrary  |    host   |    is vulnerable because it is capable of running an arbitrary program  |    or  |    function (in this case, ping/ICMP echo). There are many  |    programs/functions that   |    'shouldn't' be on a computer, from a security admin's perspective.  |    Even if this  |    were a vulnerability, it would be impacted by CD-HIGHCARD.  |    Meunier> Every ICMP message type presents a vulnerability or an  |    exposure, if access is not controlled.  By that I mean not only those  |    in RFC 792, but also those in RFC 1256, 950, and more.  I think that  |    the description should be changed to ""ICMP messages are acted upon  |    without any access control"".  ICMP is an error and debugging protocol.  |    We complain about vendors leaving testing backdoors in their programs.  |    ICMP is the equivalent for TCP/IP.  ICMP should be in the dog house,  |    unless you are trying to troubleshoot something.  MTU discovery is  |    just a performance tweak -- it's not necessary.  I don't know of any  |    ICMP message type that is necessary if the network is functional.  |    Limited logging of ICMP messages could be useful, but acting upon them  |    and allowing the modification of routing tables, the behavior of the  |    TCP/IP stack, etc... without any form of authentication is just crazy."
CVE-1999-0524,Candidate,"ICMP information such as (1) netmask and (2) timestamp is allowed from arbitrary hosts.","CONFIRM:http://kb.juniper.net/InfoCenter/index?page=content&id=JSA10705   |   CONFIRM:https://kc.mcafee.com/corporate/index?page=content&id=SB10053   |   MISC:http://descriptions.securescout.com/tc/11010   |   MISC:http://descriptions.securescout.com/tc/11011   |   MISC:http://kb.vmware.com/selfservice/microsites/search.do?cmd=displayKC&externalId=1434   |   OSVDB:95   |   URL:http://www.osvdb.org/95   |   XF:icmp-netmask(306)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/306   |   XF:icmp-timestamp(322)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/322",Modified (20161206),"   MODIFY(3) Baker, Frech, Meunier  |     REJECT(1) Northcutt","Frech> XF:icmp-timestamp  |    XF:icmp-netmask  |    Meunier> If this is not merged with 1999-0523 as I commented for that  |    CVE, then the description should be changed to ""ICMP messages of types  |    13 and 14 (timestamp request and reply) and 17 and 18 (netmask request  |    and reply) are acted upon without any access control"".  It's a more  |    precise and correct language.  I believe that this is a valid CVE  |    entry (it's a common source of vulnerabilities or exposures) even  |    though I see that the inferred action was ""reject"".  Knowing the time  |    of a host also allows attacks against random number generators that  |    are seeded with the current time.  I want to push to have it accepted.  |    Baker> I agree with the description changes suggested by Pascal"
CVE-1999-0525,Candidate,"IP traceroute is allowed from arbitrary hosts.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0525",Proposed (19990726),"   MODIFY(1) Frech  |     NOOP(1) Baker  |     REJECT(1) Northcutt","Frech> XF:traceroute"
CVE-1999-0526,Entry,"An X server's access control is disabled (e.g. through an ""xhost +"" command) and allows anyone to connect to the server.","CERT-VN:VU#704969   |   URL:http://www.kb.cert.org/vuls/id/704969   |   XF:xcheck-keystroke",,"",""
CVE-1999-0527,Candidate,"The permissions for system-critical data in an anonymous FTP account are inappropriate.  For example, the root directory is writeable by world, a real password file is obtainable, or executable commands such as ""ls"" can be overwritten.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/6253",Proposed (19990803),"   ACCEPT(3) Baker, Northcutt, Wall  |     MODIFY(1) Frech","Northcutt> That that starts to get specific :)  |    Frech> ftp-writable-directory(6253)  |    ftp-write(53)  |    ""writeable"" in the description should be ""writable."" "
CVE-1999-0528,Candidate,"A router or firewall forwards external packets that claim to come from inside the network that the router/firewall is in front of.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/8372",Proposed (19990726),"   ACCEPT(3) Baker, Meunier, Northcutt  |     MODIFY(1) Frech","Frech> possibly XF:nisd-dns-fwd-check  |    CHANGE> [Frech changed vote from REVIEWING to MODIFY]  |    Frech> XF:firewall-external-packet-forwarding(8372)"
CVE-1999-0529,Candidate,"A router or firewall forwards packets that claim to come from IANA reserved or private addresses, e.g. 10.x.x.x, 127.x.x.x, 217.x.x.x, etc.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0529",Proposed (19990726),"   ACCEPT(1) Frech  |     MODIFY(2) Baker, Meunier  |     REJECT(1) Northcutt","Northcutt> I have seen ISPs ""assign"" private addresses within their domain  |    Meunier> A border router or firewall forwards packets that claim to come from IANA  |    reserved or private addresses, e.g. 10.x.x.x, 127.x.x.x, 217.x.x.x,  |    etc, outside of their area of validity.  |    CHANGE> [Frech changed vote from REVIEWING to ACCEPT]  |    Baker> I think the description should be modified to say they accept this type of traffic from an interface not residing on private/reserved network."
CVE-1999-0530,Candidate,"A system is operating in ""promiscuous"" mode which allows it to perform packet sniffing.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/778",Proposed (19990728),"   ACCEPT(2) Baker, Northcutt  |     MODIFY(1) Frech  |     REJECT(1) Shostack","Frech> XF:etherstatd(264)  |    XF:sniffer-attack(778)   |    XF:decod-packet-capture-remote(1072)  |    XF:netmon-running(1448)  |    XF:netxray3-probe(1450)  |    XF:sol-snoop-getquota-bo(3670) (also assigned to CVE-1999-0974)  |    Baker> Does pose a problem in non-switched environments"
CVE-1999-0531,Candidate,"** REJECT **  DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: None.  Reason: this candidate is solely about a configuration that does not directly introduce security vulnerabilities, so it is more appropriate to cover under the Common Configuration Enumeration (CCE).  Notes: the former description is: ""An SMTP service supports EXPN, VRFY, HELP, ESMTP, and/or EHLO.""","",Modified (20080731),"   MODIFY(1) Frech  |     NOOP(1) Christey  |     RECAST(1) Shostack  |     REJECT(1) Northcutt","Shostack> I think expn != vrfy, help, esmtp.  |    Frech> XF:lotus-domino-esmtp-bo(4499) (also assigned to CVE-2000-0452 and  |    CVE-2000-1046)  |    XF:smtp-expn(128)  |    XF:smtp-vrfy(130)  |    XF:smtp-helo-bo(886)  |    XF:smtp-vrfy-bo(887)  |    XF:smtp-expn-bo(888)  |    XF:slmail-vrfyexpn-overflow(1721)  |    XF:smtp-ehlo(323)  |      |    Perhaps add RCPT? If so, add XF:smtp-rcpt(1928)  |    Christey> XF:smtp-vrfy(130) ?"
